DDM,EXP,val,subj_idx,gLen
bias,0,-0.1050554572549176,22,6
bias,oDel,-0.006001750029268119,22,6
bias,cInfo,-0.027618493146373015,22,6
drift,0,-0.010321588740027185,22,1
drift,oDel,0.048967143542042284,22,1
drift,cInfo,0.02393519919720627,22,1
thresh,0,1.061114391565262,22,1
thresh,oDel,9.251628617624939e-4,22,1
thresh,cInfo,-0.03874231395340598,22,1
bias,0,0.020229448758862456,22,1
bias,oDel,0.02910746890385868,22,1
bias,cInfo,0.04068589719405374,22,1
drift,0,0.17849177188025578,23,6
drift,oDel,0.041849090791577656,23,6
drift,cInfo,-0.13453909549907533,23,6
thresh,0,0.8984163040361537,23,6
thresh,oDel,0.0025697502774363625,23,6
thresh,cInfo,-0.026161656410974215,23,6
bias,0,-0.10425937760507975,23,6
bias,oDel,0.01961572819329602,23,6
bias,cInfo,0.2885987760389173,23,6
drift,0,-0.1451791127424601,23,1
drift,oDel,0.07734611312510492,23,1
drift,cInfo,-0.33294884461888663,23,1
thresh,0,0.6761148601203895,23,1
thresh,oDel,0.003278549035897911,23,1
thresh,cInfo,-0.05630251867534773,23,1
bias,0,0.026370653531225474,23,1
bias,oDel,0.011782363274052311,23,1
bias,cInfo,0.25144312818134906,23,1
drift,0,-0.7529200302309329,25,6
drift,oDel,0.00775432239447818,25,6
drift,cInfo,-0.03228100915939725,25,6
thresh,0,0.42502060122110663,25,6
thresh,oDel,4.945099366881131e-4,25,6
thresh,cInfo,0.01102856081349227,25,6
bias,0,0.09213572263799585,25,6
bias,oDel,0.0022085484589993787,25,6
bias,cInfo,0.12010799752936462,25,6
drift,0,0.14004936059229953,25,1
drift,oDel,0.015058781950427239,25,1
drift,cInfo,1.0237926501983545,25,1
thresh,0,0.4352852966191138,25,1
thresh,oDel,-6.409927861040148e-4,25,1
thresh,cInfo,0.0015818196638767638,25,1
bias,0,-0.015446708629380745,25,1
bias,oDel,-0.007408421549049799,25,1
bias,cInfo,0.1613383190051801,25,1
